method,seed,step,loss,query_base,query_new,query_hm,ema_base,ema_new,ema_hm,q_mean,q_std,q_min,q_max,gate_mean,seconds_per_step,initial_full_base,initial_full_new,initial_full_hm,final_full_base,final_full_new,final_full_hm,full_base,full_new,full_hm
q,1,33,2.0556201934814453,0.3125,0.3125,0.3125,0.29914220789823354,0.3619043026483734,0.32754382759720213,0.4383833408355713,0.06689175218343735,0.08434157073497772,0.7083748579025269,0.8667353391647339,1.4721146363634474,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,34,2.2433624267578125,0.25,0.5,0.3333333333333333,0.2976679416612865,0.36604717356892225,0.3283351733503913,0.43820205330848694,0.06602192670106888,0.08431687951087952,0.6990137100219727,0.8668673634529114,1.4725454029411433,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,35,2.5379638671875,0.3125,0.375,0.3409090909090909,0.2981129034114479,0.3663157583618546,0.328713857704947,0.4346284866333008,0.06581220030784607,0.08487242460250854,0.691968560218811,0.8605494499206543,1.4726531571425896,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,36,2.560152053833008,0.375,0.3125,0.3409090909090909,0.30041951630910446,0.36470128561099896,0.32945408865358566,0.4309011697769165,0.06574752926826477,0.0836251825094223,0.6817787885665894,0.8537835478782654,1.4730858749996212,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,37,2.3950424194335938,0.25,0.375,0.3,0.29890693081983133,0.36501024704266904,0.32866778055834084,0.4338875412940979,0.06600481271743774,0.08321009576320648,0.6896372437477112,0.8587886691093445,1.4731375135133684,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,38,2.5407638549804688,0.375,0.375,0.375,0.3011897228952364,0.365309939631389,0.3301655069752063,0.4393240809440613,0.06572633236646652,0.08170156925916672,0.6932461261749268,0.8684397339820862,1.4738873526313048,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,39,2.3878021240234375,0.3125,0.3125,0.3125,0.3015290312083793,0.36372564144244734,0.3297198645829045,0.44224387407302856,0.0646144449710846,0.08361490070819855,0.6844176054000854,0.873799741268158,1.4740547333330585,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,40,2.8751678466796875,0.3125,0.4375,0.3645833333333333,0.301858160272128,0.3659388721991739,0.33082397603750063,0.44366300106048584,0.06403778493404388,0.08258692175149918,0.6857783198356628,0.8764195442199707,1.4735764424996887,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,41,2.454713821411133,0.1875,0.375,0.25,0.2984274154639641,0.3662107060331987,0.32886261254633,0.4413684606552124,0.0632004514336586,0.08428351581096649,0.6829992532730103,0.8729636073112488,1.4738679999998834,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,42,2.6294357776641846,0.3125,0.375,0.3409090909090909,0.2988495930000452,0.36647438485220274,0.3292252328303868,0.4415997266769409,0.06323525309562683,0.08286481350660324,0.692276120185852,0.8732355833053589,1.4736241785711692,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,43,2.4483070373535156,0.25,0.25,0.25,0.2973841052100438,0.36298015330663663,0.3269241989036935,0.44060298800468445,0.0631166622042656,0.07977958023548126,0.7022126913070679,0.8715592622756958,1.4735315813951,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,44,2.4446563720703125,0.375,0.5,0.42857142857142855,0.2997125820537425,0.3670907487074375,0.32999750021510504,0.4405968189239502,0.0628444030880928,0.07917062938213348,0.6973006725311279,0.8714792728424072,1.4734199363635774,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,45,2.561685562133789,0.25,0.3125,0.2777777777777778,0.29822120459213025,0.3654530262462144,0.32843174149255716,0.4424763321876526,0.06256899982690811,0.07732828706502914,0.704064130783081,0.8747844099998474,1.4735754444441733,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,46,2.503204822540283,0.3125,0.375,0.3409090909090909,0.29864956845436635,0.3657394354588279,0.3288071413680221,0.4429836869239807,0.06217484176158905,0.07708103954792023,0.6990718245506287,0.8760245442390442,1.4739325804346108,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,47,2.455554962158203,0.375,0.5,0.42857142857142855,0.30094008140073536,0.3697672523950631,0.33182218660210994,0.44375136494636536,0.061728522181510925,0.07882187515497208,0.6966265439987183,0.8774447441101074,1.4743383787231807,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,48,2.394857406616211,0.3125,0.375,0.3409090909090909,0.3012868789587133,0.36992423482321124,0.33209616429946803,0.4454544186592102,0.060601793229579926,0.07913937419652939,0.6848837733268738,0.8809419274330139,1.4742272041664062,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,49,2.202617645263672,0.25,0.25,0.25,0.2997482725899519,0.3663265077785149,0.32970993992529135,0.44004085659980774,0.06011124700307846,0.07658073306083679,0.673978328704834,0.871932864189148,1.4737042877549895,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,50,2.0970191955566406,0.375,0.3125,0.3409090909090909,0.3020058244122533,0.36471171254515944,0.33040997218299134,0.439671128988266,0.06021175533533096,0.07763046771287918,0.675241231918335,0.8712433576583862,1.4738594939999166,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,51,2.4156274795532227,0.4375,0.25,0.3181818181818182,0.30607064967988573,0.3612703611688047,0.3313875585509133,0.4339110851287842,0.05933074280619621,0.07914766669273376,0.6723228096961975,0.8613156676292419,1.4736562078429487,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,52,2.19126033782959,0.3125,0.375,0.3409090909090909,0.30626353018948915,0.3616822503337406,0.3316738754074294,0.43735384941101074,0.058410126715898514,0.07702545076608658,0.6719255447387695,0.8677692413330078,1.4740160423075745,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,53,2.394329071044922,0.3125,0.3125,0.3125,0.3064506242838045,0.36020678282372837,0.33116138001534867,0.4397570788860321,0.0586257204413414,0.07456548511981964,0.6769930124282837,0.8718436360359192,1.4735573981130794,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,54,2.1947226524353027,0.3125,0.3125,0.3125,0.30663210555529036,0.35877557933901655,0.33066077778171754,0.4367438852787018,0.05856064334511757,0.0732051283121109,0.6774636507034302,0.8664276003837585,1.4739564166666241,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,55,2.5226287841796875,0.4375,0.4375,0.4375,0.31055814238863166,0.361137311958846,0.3339434025442848,0.4342562258243561,0.05919941887259483,0.07536987960338593,0.6751159429550171,0.8616599440574646,1.47447233272727,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,56,2.405010223388672,0.4375,0.5,0.4666666666666667,0.3143663981169727,0.36530319260008065,0.33792610541002016,0.43995919823646545,0.0589301772415638,0.07978372275829315,0.6838187575340271,0.8717887997627258,1.4741244321428115,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,57,2.2783546447753906,0.3125,0.4375,0.3645833333333333,0.3143104061734635,0.36746909682207823,0.3388173465786884,0.44454425573349,0.058806758373975754,0.08204430341720581,0.689811110496521,0.8797109127044678,1.4744916736840663,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,58,2.4456863403320312,0.25,0.375,0.3,0.3123810939882596,0.36769502391741593,0.3377885821930672,0.4475085735321045,0.05895911529660225,0.08929549157619476,0.6892538666725159,0.8845124840736389,1.4741686758618393,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,59,2.6604461669921875,0.4375,0.375,0.40384615384615385,0.3161346611686118,0.3679141731998935,0.3400646756194031,0.4479104280471802,0.060573652386665344,0.08889908343553543,0.6758928298950195,0.8847053050994873,1.474642701694886,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,60,2.442615509033203,0.25,0.3125,0.2777777777777778,0.3141506213335534,0.3662517480038967,0.33820638899880223,0.4443843364715576,0.060716722160577774,0.099394790828228,0.687917947769165,0.8785407543182373,1.4745880549999129,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,61,2.7061848640441895,0.375,0.4375,0.40384615384615385,0.3159761026935468,0.3683891955637798,0.3401755833764846,0.44965860247612,0.06067868322134018,0.10432678461074829,0.6772184371948242,0.8871809244155884,1.4746858967211933,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,62,2.053365707397461,0.3125,0.4375,0.3645833333333333,0.3158718196127404,0.3704625196968664,0.3409961107663083,0.454348623752594,0.060490481555461884,0.11105556041002274,0.6894718408584595,0.8948637247085571,1.4743414338708165,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,63,2.450002908706665,0.3125,0.5625,0.4017857142857143,0.3157706650243582,0.37622364410596043,0.3433565528783957,0.45199599862098694,0.06058715283870697,0.11187557876110077,0.6884576082229614,0.8908018469810486,1.4743702730158388,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,64,2.4698715209960938,0.375,0.3125,0.3409090909090909,0.3175475450736275,0.37431193478278163,0.34360109080734447,0.4563160836696625,0.059974320232868195,0.10498570650815964,0.6956540942192078,0.8982774019241333,1.4751412781249655,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,65,2.3169240951538086,0.5625,0.375,0.45,0.32489611872141866,0.3743325767392982,0.3478667339687813,0.45444777607917786,0.06196816265583038,0.11537390947341919,0.6905560493469238,0.8943271040916443,1.4753350384614001,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,66,1.9761199951171875,0.3125,0.375,0.3409090909090909,0.32452423515977613,0.3743525994371193,0.3476620915113813,0.4502705931663513,0.06130748987197876,0.11442418396472931,0.6936582922935486,0.8878852128982544,1.4752516545453214,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,67,2.5006961822509766,0.1875,0.25,0.21428571428571427,0.3204135081049828,0.3706220214540057,0.3436937668047969,0.44980567693710327,0.06117621436715126,0.11287056654691696,0.6967043876647949,0.8871119022369385,1.475022610447651,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,68,2.3115158081054688,0.3125,0.375,0.3409090909090909,0.32017610286183334,0.37075336081038557,0.34361355949790967,0.4465731680393219,0.06069866940379143,0.11794237047433853,0.7060854434967041,0.8818797469139099,1.475302654411601,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,69,2.22412109375,0.3125,0.5,0.38461538461538464,0.31994581977597836,0.374630759986074,0.3451355807536855,0.4454692006111145,0.0620184987783432,0.11986635625362396,0.7033735513687134,0.8797800540924072,1.4753701434781998,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,70,2.321768283843994,0.4375,0.3125,0.3645833333333333,0.323472445182699,0.3727668371864918,0.3463745966686103,0.44472867250442505,0.06125098094344139,0.11979302763938904,0.6955211162567139,0.879102349281311,1.4749931385713613,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,71,2.6032943725585938,0.25,0.4375,0.3181818181818182,0.32126827182721807,0.374708832070897,0.34593683684006715,0.4440435469150543,0.060512445867061615,0.12774452567100525,0.6857584714889526,0.8782774209976196,1.4747741802816499,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,72,2.3516581058502197,0.4375,0.3125,0.3645833333333333,0.3247552236724015,0.3728425671087701,0.3471414986575931,0.4489406943321228,0.0604054257273674,0.12599614262580872,0.6870619058609009,0.8866028189659119,1.474838473610968,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,73,2.3706016540527344,0.3125,0.375,0.3409090909090909,0.3243875669622295,0.37290729009550705,0.346959359622937,0.4466322660446167,0.06162403151392937,0.11017903685569763,0.6836409568786621,0.8822128772735596,1.4746229260273227,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,74,2.1469178199768066,0.25,0.3125,0.2777777777777778,0.3221559399533626,0.37109507139264186,0.34489810928494585,0.4447712302207947,0.06236910820007324,0.10726328194141388,0.6807829141616821,0.8784523010253906,1.4751333162161786,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,75,2.7167038917541504,0.375,0.3125,0.3409090909090909,0.3237412617547617,0.3693372192508626,0.3450394166033818,0.44320735335350037,0.06096252426505089,0.10833393782377243,0.668832004070282,0.876518726348877,1.4749276559999756,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,76,2.280181884765625,0.25,0.3125,0.2777777777777778,0.32152902390211885,0.36763210267333674,0.34303847553043726,0.4422478973865509,0.06292920559644699,0.11592917889356613,0.6774487495422363,0.8744063377380371,1.474846381578812,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,77,2.1978542804718018,0.3125,0.3125,0.3125,0.3212581531850553,0.36597813959313663,0.3421631321491943,0.44379884004592896,0.0640900507569313,0.13024738430976868,0.683542013168335,0.876632809638977,1.474713959740233,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,78,2.5785980224609375,0.1875,0.375,0.25,0.3172454085895036,0.3662487954053425,0.3399904434146673,0.44508564472198486,0.06366493552923203,0.12524859607219696,0.6746839880943298,0.8788860440254211,1.474829987179337,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,79,2.2905120849609375,0.1875,0.3125,0.234375,0.3133530463318185,0.36463633154318226,0.3370551487117278,0.44332605600357056,0.0637725442647934,0.13079793751239777,0.6717838048934937,0.875796914100647,1.474591954430356,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,80,2.067078113555908,0.3125,0.375,0.3409090909090909,0.3133274549418639,0.36494724159688674,0.3371730981005959,0.44460755586624146,0.06434715539216995,0.12626533210277557,0.6850842833518982,0.8775588274002075,1.4745810974998677,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,81,2.2644195556640625,0.25,0.375,0.3,0.311427631293608,0.3652488243489801,0.33619782468051024,0.4499490261077881,0.06333361566066742,0.1333692967891693,0.6776749491691589,0.8869553208351135,1.474874659259243,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,82,2.01556396484375,0.3125,0.375,0.3409090909090909,0.3114598023547998,0.36554135961851064,0.3363404555685962,0.44602739810943604,0.06286781281232834,0.12917084991931915,0.6748673915863037,0.8807826638221741,1.4747625829267923,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,83,2.4887008666992188,0.3125,0.375,0.3409090909090909,0.3114910082841558,0.3658251188299553,0.3364787299706978,0.4448736310005188,0.06236138567328453,0.12580770254135132,0.6754018664360046,0.8793091773986816,1.4749698024095843,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,84,2.3291749954223633,0.3125,0.375,0.3409090909090909,0.3115212780356312,0.3661003652650566,0.3366127832669422,0.4415110945701599,0.061569470912218094,0.12213563174009323,0.6630986928939819,0.8740153908729553,1.4755118523808917,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,85,2.421539306640625,0.4375,0.375,0.40384615384615385,0.31530063969456223,0.3663673543071049,0.3389211821376844,0.44329339265823364,0.06136268749833107,0.1262231022119522,0.6741282939910889,0.8770864009857178,1.4761337364705363,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,86,2.29095458984375,0.25,0.375,0.3,0.3133416205037254,0.36662633367789177,0.33789618704085655,0.44400888681411743,0.06254084408283234,0.12445969879627228,0.6785604953765869,0.878097414970398,1.4758669639533848,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,87,2.126563549041748,0.3125,0.3125,0.3125,0.3133163718886136,0.365002543667555,0.3371902805283449,0.44622987508773804,0.0630071759223938,0.11745035648345947,0.6787060499191284,0.8814048767089844,1.476105582758506,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,88,2.577301025390625,0.3125,0.375,0.3409090909090909,0.31329188073195524,0.36530246735752836,0.33730400896110074,0.44910016655921936,0.06282307952642441,0.11426015943288803,0.6744075417518616,0.8861562609672546,1.475460631818185,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,89,2.3296241760253906,0.3125,0.4375,0.3645833333333333,0.3132681243099966,0.3674683933368025,0.33821054501899456,0.45101577043533325,0.061993181705474854,0.11351583153009415,0.6664822101593018,0.8897536396980286,1.4751512325842004,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,90,2.61724853515625,0.4375,0.375,0.40384615384615385,0.3169950805806967,0.36769434153669844,0.3404676446264926,0.4511023163795471,0.062316443771123886,0.11176261305809021,0.6754046082496643,0.889670729637146,1.4751390477776618,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,91,2.163562059402466,0.25,0.25,0.25,0.3149852281632758,0.3641635112905975,0.3377938293306636,0.4412227272987366,0.06676582992076874,0.03960677236318588,0.6639893651008606,0.8722021579742432,1.4748185120878299,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,92,2.198150634765625,0.4375,0.375,0.40384615384615385,0.3186606713183775,0.3644886059518796,0.3400374931951417,0.442097544670105,0.06523993611335754,0.03859492763876915,0.670115053653717,0.8742592930793762,1.4748058902172805,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,93,2.3611273765563965,0.25,0.3125,0.2777777777777778,0.3166008511788262,0.36292894777332324,0.33818565119485244,0.4437463879585266,0.06517686694860458,0.04002048447728157,0.6817028522491455,0.877089262008667,1.4745874677419222,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,94,2.746795654296875,0.375,0.3125,0.3409090909090909,0.31835282564346146,0.36141607934012354,0.33852042730224086,0.4387216567993164,0.06714072078466415,0.039260655641555786,0.6822083592414856,0.8675207495689392,1.4744931755318402,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
q,1,95,2.3358397483825684,0.3125,0.3125,0.3125,0.3181772408741576,0.3599485969599199,0.33777639797070774,0.4317535161972046,0.06633643060922623,0.042252253741025925,0.6709756255149841,0.8558652400970459,1.4744278589473412,0.28374325134973005,0.3547418967587035,0.3152950995790133,,,,,,
